  0.00e+00	  0.00e+00	0.00000e+00
  0.00e+00	  5.00e-03	0.00000e+00
  0.00e+00	  1.00e-02	0.00000e+00
  0.00e+00	  1.50e-02	0.00000e+00
  0.00e+00	  2.00e-02	0.00000e+00
  0.00e+00	  2.50e-02	0.00000e+00
  0.00e+00	  3.00e-02	0.00000e+00
  0.00e+00	  3.50e-02	0.00000e+00
  0.00e+00	  4.00e-02	0.00000e+00
  0.00e+00	  4.50e-02	0.00000e+00
  0.00e+00	  5.00e-02	0.00000e+00
  0.00e+00	  5.50e-02	0.00000e+00
  0.00e+00	  6.00e-02	0.00000e+00
  0.00e+00	  6.50e-02	0.00000e+00
  0.00e+00	  7.00e-02	0.00000e+00
  0.00e+00	  7.50e-02	0.00000e+00
  0.00e+00	  8.00e-02	0.00000e+00
  0.00e+00	  8.50e-02	0.00000e+00
  0.00e+00	  9.00e-02	0.00000e+00
  0.00e+00	  9.50e-02	0.00000e+00
  0.00e+00	  1.00e-01	0.00000e+00
  0.00e+00	  1.05e-01	0.00000e+00
  0.00e+00	  1.10e-01	0.00000e+00
  0.00e+00	  1.15e-01	0.00000e+00

  1.00e-02	  0.00e+00	0.00000e+00
  1.00e-02	  5.00e-03	2.11704e-03
  1.00e-02	  1.00e-02	2.42949e-03
  1.00e-02	  1.50e-02	2.19363e-03
  1.00e-02	  2.00e-02	1.82799e-03
  1.00e-02	  2.50e-02	1.47117e-03
  1.00e-02	  3.00e-02	1.16077e-03
  1.00e-02	  3.50e-02	8.99145e-04
  1.00e-02	  4.00e-02	6.78047e-04
  1.00e-02	  4.50e-02	4.87483e-04
  1.00e-02	  5.00e-02	3.18349e-04
  1.00e-02	  5.50e-02	1.62854e-04
  1.00e-02	  6.00e-02	1.42292e-05
  1.00e-02	  6.50e-02	-1.33737e-04
  1.00e-02	  7.00e-02	-2.87201e-04
  1.00e-02	  7.50e-02	-4.52758e-04
  1.00e-02	  8.00e-02	-6.37901e-04
  1.00e-02	  8.50e-02	-8.51318e-04
  1.00e-02	  9.00e-02	-1.10252e-03
  1.00e-02	  9.50e-02	-1.39942e-03
  1.00e-02	  1.00e-01	-1.74006e-03
  1.00e-02	  1.05e-01	-2.08926e-03
  1.00e-02	  1.10e-01	-2.31594e-03
  1.00e-02	  1.15e-01	-2.02105e-03

  3.00e-02	  0.00e+00	0.00000e+00
  3.00e-02	  5.00e-03	1.16411e-03
  3.00e-02	  1.00e-02	1.84849e-03
  3.00e-02	  1.50e-02	2.02394e-03
  3.00e-02	  2.00e-02	1.91774e-03
  3.00e-02	  2.50e-02	1.68871e-03
  3.00e-02	  3.00e-02	1.42146e-03
  3.00e-02	  3.50e-02	1.15428e-03
  3.00e-02	  4.00e-02	9.00980e-04
  3.00e-02	  4.50e-02	6.63921e-04
  3.00e-02	  5.00e-02	4.40709e-04
  3.00e-02	  5.50e-02	2.27250e-04
  3.00e-02	  6.00e-02	1.89660e-05
  3.00e-02	  6.50e-02	-1.88804e-04
  3.00e-02	  7.00e-02	-4.00707e-04
  3.00e-02	  7.50e-02	-6.21297e-04
  3.00e-02	  8.00e-02	-8.54671e-04
  3.00e-02	  8.50e-02	-1.10335e-03
  3.00e-02	  9.00e-02	-1.36538e-03
  3.00e-02	  9.50e-02	-1.62801e-03
  3.00e-02	  1.00e-01	-1.85505e-03
  3.00e-02	  1.05e-01	-1.96542e-03
  3.00e-02	  1.10e-01	-1.80498e-03
  3.00e-02	  1.15e-01	-1.14841e-03

  5.00e-02	  0.00e+00	0.00000e+00
  5.00e-02	  5.00e-03	4.77041e-04
  5.00e-02	  1.00e-02	1.06440e-03
  5.00e-02	  1.50e-02	1.39137e-03
  5.00e-02	  2.00e-02	1.47268e-03
  5.00e-02	  2.50e-02	1.39753e-03
  5.00e-02	  3.00e-02	1.23970e-03
  5.00e-02	  3.50e-02	1.04500e-03
  5.00e-02	  4.00e-02	8.37688e-04
